country_code,administrative_code,name_zh,source_name,name_source
ID,61.71,坤甸,Pontianak,reference
ID,61.72,山口洋,Singkawang,reference
ID,62.71,帕朗卡拉亚,Palangkaraya,reference
ID,63.71,班达兰顺,Banjarmasin,phonetic_translation
ID,63.72,巴宁巴鲁,Banjarbaru,phonetic_translation
ID,64.71,巴厘巴板,Balikpapan,reference
ID,64.72,沙马林达,Samarinda,reference
ID,64.74,邦唐,Bontang,reference
ID,65.71,打拉根,Tarakan,reference
ID,71.71,万鸦老,Manado,reference
ID,71.72,比通,Bitung,reference
ID,71.73,托莫洪,Tomohon,reference
ID,71.74,哥打莫巴谷,Kotamobagu,reference
ID,72.71,帕卢,Palu,phonetic_translation
ID,73.71,马卡萨,Makassar,phonetic_translation
ID,73.72,帕雷帕雷,Parepare,phonetic_translation
ID,73.73,帕洛波,Palopo,phonetic_translation
ID,74.71,肯达里,Kendari,reference
ID,74.72,巴务巴务市,Bau Bau,reference
ID,75.71,哥伦打洛,Gorontalo,reference
ID,81.71,安汶,Ambon,reference
ID,81.72,图阿尔,Tual,reference
ID,82.71,坦内特,Ternate,phonetic_translation
ID,82.72,蒂多雷群岛,Tidore Kepulauan,phonetic_translation
ID,91.71,查雅普拉,Jayapura,reference
ID,96.71,索龙,Sorong,reference
VN,01,河内,Hà Nội,reference
VN,31,海防市,Hải Phòng,reference
VN,46,顺化市,Huế,reference
VN,48,岘港,Đà Nẵng,manual
VN,79,胡志明市,Hồ Chí Minh,reference
VN,92,芹苴市,Cần Thơ,reference
TH,NCM-KHON-KAEN,孔敬,Khon Kaen,reference
TH,NCM-BAN-SUAN,班桑,Ban Suan,phonetic_translation
TH,NCM-CHAO-PHRAYA-SURASAK,查亚帕亚萨拉克,Chao Phraya Surasak,phonetic_translation
TH,NCM-LAEM-CHABANG,拉艾姆查邦,Laem Chabang,phonetic_translation
TH,NCM-CHIANG-RAI,清莱,Chiang Rai,reference
TH,NCM-CHIANG-MAI,清迈,Chiang Mai,reference
TH,NCM-TRANG,董里,Trang,reference
TH,NCM-MAE-SOT,湄索,Mae Sot,reference
TH,NCM-NAKHON-PATHOM,佛统,Nakhon Pathom,reference
TH,NCM-NAKHON-RATCHASIMA,那空叻差是玛,Nakhon Ratchasima,reference
TH,NCM-NAKHON-SI-THAMMARAT,那空是贪玛叻,Nakhon Si Thammarat,reference
TH,NCM-NAKHON-SAWAN,那空沙旺,Nakhon Sawan,reference
TH,NCM-BANG-BUA-THONG,邦布阿忠邦布阿忠邦布阿忠邦布阿忠,Bang Bua Thong,phonetic_translation
TH,NCM-PAK-KRET,巴革,Pak Kret,reference
TH,NCM-NONTHABURI,暖武里,Nonthaburi,reference
TH,NCM-BURI-RAM,武里南,Buri Ram,reference
TH,NCM-RANGSIT,拉差达,Rangsit,phonetic_translation
TH,NCM-HUA-HIN,华欣,Hua Hin,phonetic_translation
TH,NCM-PHRA-NAKHON-SI-AYUTTHAYA,阿瑜陀耶,Phra Nakhon Si Ayutthaya,reference
TH,NCM-PHITSANULOK,彭世洛,Phitsanulok,reference
TH,NCM-PHUKET,普吉市,Phuket,reference
TH,NCM-YALA,也拉,Yala,reference
TH,NCM-MAP-TA-PHUT,玛普塔武特,Map Ta Phut,phonetic_translation
TH,NCM-RAYONG,罗勇市,Rayong,reference
TH,NCM-LAMPANG,南邦,Lampang,reference
TH,NCM-SAKON-NAKHON,沙功那空,Sakon Nakhon,reference
TH,NCM-SONGKHLA,宋卡,Songkhla,reference
TH,NCM-HAT-YAI,合艾,Hat Yai,reference
TH,NCM-SAMUT-PRAKAN,沙没巴干,Samut Prakan,reference
TH,NCM-OM-NOI,翁诺伊,Om Noi,phonetic_translation
TH,NCM-SAMUT-SAKHON,沙没沙空,Samut Sakhon,reference
TH,NCM-KO-SAMUI,苏梅岛,Ko Samui,phonetic_translation
TH,NCM-SURAT-THANI,素叻他尼,Surat Thani,reference
TH,NCM-UDON-THANI,乌隆他尼,Udon Thani,reference
TH,NCM-UBON-RATCHATHANI,乌汶叻差他尼,Ubon Ratchathani,reference
TH,SLA-BANGKOK,曼谷,Bangkok,reference
TH,SLA-PATTAYA,芭堤雅,Pattaya,reference
MY,0101,新山,Johor Bahru,reference
MY,0102,依斯干达公主城,Iskandar Puteri,reference
MY,0116,巴西古当,Pasir Gudang,reference
MY,0201,亚罗士打,Alor Setar,reference
MY,0401,马六甲市,Melaka,reference
MY,0501,芙蓉市,Seremban,reference
MY,0601,关丹,Kuantan,reference
MY,0701,乔治市,Penang Island,reference
MY,0702,槟城,Seberang Perai,phonetic_translation
MY,0801,怡保,Ipoh,reference
MY,1001,莎阿南,Shah Alam,reference
MY,1003,八打灵再也,Petaling Jaya,reference
MY,1005,巴生市,Klang,reference
MY,1007,梳邦再也,Subang Jaya,reference
MY,1101,瓜拉登嘉楼,Kuala Terengganu,reference
MY,1201,哥打基纳巴卢,Kota Kinabalu,reference
MY,1301,古晋北区,Kuching North,phonetic_translation
MY,1302,古晋南区,Kuching South,phonetic_translation
MY,1303,美里,Miri,reference
MY,DBKL,吉隆坡,Kuala Lumpur,reference
SG,SG,新加坡,Singapore,reference
BN,BSB,斯里巴加湾市,Bandar Seri Begawan,reference
BN,KB,马来奕,Kuala Belait,reference
BN,SERIA,赛瑞亚镇,Seria,reference
BN,TUTONG,北干都东,Tutong,reference
KH,12,金边,Phnom Penh,reference
KH,0106,诗梳风,Serei Saophoan,reference
KH,0110,波别,Paoy Paet,reference
KH,0203,马德望,Battambang,reference
KH,0305,磅湛,Kampong Cham,reference
KH,0403,磅清扬,Kampong Chhnang,reference
KH,0502,柴桢,Chbar Mon,phonetic_translation
KH,0509,奥东克马埃,Odongk Maechay,phonetic_translation
KH,0603,斯登桑恩,Stueng Saen,phonetic_translation
KH,0708,贡布,Kampot,reference
KH,0709,博哥,Bokor,phonetic_translation
KH,0811,达克茂,Ta Khmau,reference
KH,0812,山坡邦,Sampeou Poun,phonetic_translation
KH,0813,阿克雷伊,Akreiy Ksatr,phonetic_translation
KH,0904,戈公市,Khemara Phoumin,reference
KH,1002,桔井市,Kracheh,reference
KH,1105,森莫诺隆,Saen Monourom,reference
KH,1308,柏威夏,Preah Vihear,phonetic_translation
KH,1410,波萝勉,Prey Veng,reference
KH,1505,菩萨市,Pursat,reference
KH,1602,邦隆,Ban Lung,reference
KH,1710,暹粒,Siem Reap,reference
KH,1715,伦泰克特森,Run Ta Aek Techo Sen,phonetic_translation
KH,1801,西哈努克市,Preah Sihanouk,reference
KH,1805,考龙,Kaoh Rung,phonetic_translation
KH,1806,干松速,Kampong Soam,phonetic_translation
KH,1904,上丁,Stueng Traeng,reference
KH,2006,柴桢 (城镇),Svay Rieng,reference
KH,2008,巴韦,Bavet,reference
KH,2108,敦凯,Doun Kaev,phonetic_translation
KH,2204,三隆,Samraong,reference
KH,2302,白马市,Kaeb,reference
KH,2401,柏灵,Pailin,phonetic_translation
KH,2506,苏翁市,Suong,reference
LA,01,万象,Vientiane,reference
LA,0601,琅勃拉邦,Luang Prabang,reference
LA,1301,凯山丰威汉市,Kaysone Phomvihane,reference
LA,1601,巴色,Pakse,reference
MM,NPTDC,奈比多,Nay Pyi Taw,reference
MM,YCDC,仰光,Yangon,reference
MM,MCDC,曼德勒,Mandalay,reference
TL,DILI,帝力,Dili,reference
MV,MALE,马累,Male,reference
MV,ADDU,阿杜,Addu City,phonetic_translation
MV,FUVAHMULAH,福阿穆拉环礁,Fuvahmulah,reference
MV,KULHUDHUFFUSHI,库卢杜富希岛,Kulhudhuffushi,reference
MV,THINADHOO,蒂纳杜,Thinadhoo,phonetic_translation
BT,THIMPHU,廷布,Thimphu,reference
BT,PHUENTSHOLING,彭措林,Phuentsholing,reference
BT,GELEPHU,杰勒夫,Gelephu,phonetic_translation
BT,SAMDRUP-JONGKHAR,萨姆德鲁琼卡尔,Samdrup Jongkhar,reference
LK,COLOMBO,科伦坡,Colombo,reference
LK,DEHIWALA-MOUNT-LAVINIA,德干瓦拉-拉文尼亚,Dehiwala-Mount Lavinia,phonetic_translation
LK,SRI-JAYEWARDENEPURA-KOTTE,斯里贾亚瓦德纳普拉科特,Sri Jayewardenepura Kotte,reference
LK,KADUWELA,卡杜韦拉,Kaduwela,phonetic_translation
LK,MORATUWA,莫勒图沃,Moratuwa,reference
LK,NEGOMBO,内贡博,Negombo,reference
LK,GAMPAHA,加姆珀哈,Gampaha,reference
LK,KALUTARA,卡鲁塔拉,Kalutara,reference
LK,KANDY,康提,Kandy,reference
LK,DAMBULLA,丹布勒,Dambulla,reference
LK,MATALE,马特莱,Matale,reference
LK,NUWARA-ELIYA,努沃勒埃利耶,Nuwara Eliya,reference
LK,GALLE,加勒,Galle,reference
LK,MATARA,马塔拉,Matara,reference
LK,HAMBANTOTA,汉班托塔,Hambantota,reference
LK,JAFFNA,贾夫纳,Jaffna,reference
LK,VAVUNIYA,瓦武尼亚,Vavuniya,reference
LK,BATTICALOA,巴提卡洛阿,Batticaloa,reference
LK,KALMUNAI,卡尔穆奈,Kalmunai,reference
LK,AKKARAIPATTU,阿克赖帕图,Akkaraipattu,reference
LK,TRINCOMALEE,亭可马里,Trincomalee,reference
LK,KURUNEGALA,库鲁加加拉,Kurunegala,reference
LK,PUTTALAM,普塔拉,Puttalam,reference
LK,ANURADHAPURA,阿努拉德普勒,Anuradhapura,reference
LK,POLONNARUWA,波隆纳鲁沃,Polonnaruwa,reference
LK,BADULLA,巴杜勒,Badulla,reference
LK,BANDARAWELA,庞德罗拉,Bandarawela,reference
LK,RATNAPURA,拉特纳普勒,Ratnapura,reference
LK,KEGALLE,卡格拉,Kegalle,reference
NP,10106,庞格林,Phungling,phonetic_translation
NP,10206,坎达巴里,Khandabari,phonetic_translation
NP,10207,潘查卡帕恩,Panchakhapan,phonetic_translation
NP,10208,查内帕尔,Chainapur,phonetic_translation
NP,10209,马迪,Madi,phonetic_translation
NP,10210,达姆黛维,Dharmadevi,phonetic_translation
NP,10307,索卢·杜达库纳达,Solu Dhudhakunda,phonetic_translation
NP,10402,西迪希查兰,Siddhicharan,phonetic_translation
NP,10504,海莱西·图瓦乔恩,Halesi Tuwachung,phonetic_translation
NP,10505,迪克特尔·鲁帕科特·马朱瓦格迪,Diktel Rupakot Majhuwagadhi,phonetic_translation
NP,10601,沙丹南达,Shadananda,phonetic_translation
NP,10604,博乔普尔,Bhojpur,phonetic_translation
NP,10701,玛哈拉克希米,Mahalaxmi,phonetic_translation
NP,10702,帕克里巴斯,Pakhribas,phonetic_translation
NP,10704,丁科塔,Dhankuta,phonetic_translation
NP,10804,缅郎,Myanglung,phonetic_translation
NP,10805,拉利根朗,Laligurans,phonetic_translation
NP,10904,菲迪姆,Phidim,phonetic_translation
NP,11003,伊拉姆,Illam,phonetic_translation
NP,11004,杜迈,Deumai,phonetic_translation
NP,11008,梅,Mai,phonetic_translation
NP,11009,苏里亚达亚,Suryodaya,phonetic_translation
NP,11101,梅钦那加尔,Mechinagar,phonetic_translation
NP,11103,阿鲁恩达里,Arjundhara,phonetic_translation
NP,11104,坎凯,Kankai,phonetic_translation
NP,11105,希瓦塔克希,Shivasatakshi,phonetic_translation
NP,11107,达玛克,Damak,phonetic_translation
NP,11108,古拉达哈,Gauradaha,phonetic_translation
NP,11112,比尔塔莫德,Birtamod,phonetic_translation
NP,11114,巴德勒普,Bhadrapur,phonetic_translation
NP,11202,莱塔朗,Letang,phonetic_translation
NP,11204,桑达尔哈拉伊查,Sundarharaicha,phonetic_translation
NP,11205,贝尔巴里,Belbari,phonetic_translation
NP,11207,帕特里山什查雷,Pathari Shanishchare,phonetic_translation
NP,11208,乌拉巴里,Urlabari,phonetic_translation
NP,11209,拉图瓦迈,Ratuwamai,phonetic_translation
NP,11210,孙瓦尔希,Sunwarshi,phonetic_translation
NP,11211,兰格利,Rangeli,phonetic_translation
NP,11214,比瑞纳加尔,Biratnagar,phonetic_translation
NP,11301,达兰,Dharan,phonetic_translation
NP,11302,巴拉哈切特拉,Barahachhetra,phonetic_translation
NP,11305,拉姆德尼,Ramdhuni,phonetic_translation
NP,11306,伊塔哈里,Itahari,phonetic_translation
NP,11307,杜哈比,Duhabi,phonetic_translation
NP,11309,因拉乌瓦,Inaruwa,phonetic_translation
NP,11401,贝拉卡,Belaka,phonetic_translation
NP,11402,查万达吉迪,Chaudandigadhi,phonetic_translation
NP,11403,特里约加,Triyuga,phonetic_translation
NP,11407,卡塔里,Katari,phonetic_translation
NP,20101,萨特卡,Saptakoshi,phonetic_translation
NP,20102,坎查努鲁普,Kanchanrup,phonetic_translation
NP,20105,沙姆布努特,Shambhunath,phonetic_translation
NP,20106,卡达克,Khadak,phonetic_translation
NP,20107,苏朗加,Surunga,phonetic_translation
NP,20109,博德巴尔斯,Bode Barsain,phonetic_translation
NP,20110,达克内什沃里,Dakneshwori,phonetic_translation
NP,20113,拉比瑞,Rajbiraj,phonetic_translation
NP,20116,汉曼那加尔坎卡利尼,Hanumannagar Kankalini,phonetic_translation
NP,20201,拉汉,Lahan,phonetic_translation
NP,20202,丹加迪迈,Dhangadhimai,phonetic_translation
NP,20203,戈尔巴扎尔,Golbazar,phonetic_translation
NP,20204,米查伊亚,Mirchaiya,phonetic_translation
NP,20205,卡贾纳哈,Karjanha,phonetic_translation
NP,20206,卡利安普尔,Kalyanpur,phonetic_translation
NP,20210,苏基普尔,Sukhipur,phonetic_translation
NP,20217,西拉哈,Siraha,phonetic_translation
NP,20301,甘曼查纳特,Ganeshman Charnath,phonetic_translation
NP,20302,丹亚达姆,Dhanushadham,phonetic_translation
NP,20303,密西拉,Mithila,phonetic_translation
NP,20305,奇瑞什沃尔纳特,Chhireshwornath,phonetic_translation
NP,20307,密西拉比哈里,Mithila Bihari,phonetic_translation
NP,20308,汉萨普尔,Hansapur,phonetic_translation
NP,20309,萨贝拉,Sabaila,phonetic_translation
NP,20310,沙希德纳格尔,Shahidnagar,phonetic_translation
NP,20311,卡马拉,Kamala,phonetic_translation
NP,20313,比德哈,Bideha,phonetic_translation
NP,20315,贾纳克普尔,Janakpurdham,phonetic_translation
NP,20317,纳加拉因,Nagarain,phonetic_translation
NP,20401,巴迪巴斯,Bardibas,phonetic_translation
NP,20402,加,Gaushala,phonetic_translation
NP,20404,奥拉希,Aurahi,phonetic_translation
NP,20405,邦哈哈,Bhangaha,phonetic_translation
NP,20406,洛哈普蒂,Loharpatti,phonetic_translation
NP,20407,巴拉瓦,Balawa,phonetic_translation
NP,20408,拉姆戈帕尔普尔,Ram Gopalpur,phonetic_translation
NP,20410,马纳拉希莎瓦,Manara Shisawa,phonetic_translation
NP,20414,马蒂哈尼,Matihani,phonetic_translation
NP,20415,贾勒什沃尔,Jaleshwor,phonetic_translation
NP,20501,拉尔班迪,Lalbandi,phonetic_translation
NP,20502,哈里万,Hariwan,phonetic_translation
NP,20503,巴格马蒂,Bagmati,phonetic_translation
NP,20504,巴拉哈塔瓦,Barahathawa,phonetic_translation
NP,20505,哈里普尔,Haripur,phonetic_translation
NP,20506,伊什沃普尔,Ishworpur,phonetic_translation
NP,20507,哈里普乌瓦,Haripurwa,phonetic_translation
NP,20511,卡巴拉什,Kabilashi,phonetic_translation
NP,20516,巴拉拉,Balara,phonetic_translation
NP,20517,戈代塔,Godaita,phonetic_translation
NP,20520,马兰瓦,Malangawa,phonetic_translation
NP,20601,昌德普尔,Chandrapur,phonetic_translation
NP,20602,古贾拉,Gujara,phonetic_translation
NP,20603,帕图瓦·比贾雅普尔,Phatuwa Bijayapur,phonetic_translation
